Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,部分,國家,城市,狀態,Postal Code,地區,Product ID,類別,子類別,產品名稱,Sales
4961,CA-2017-166226,18/11/2017,22/11/2017,Standard Class,TC-21535,Tracy Collins,在家辦公,美國,洛杉磯,加利福尼亞,90008,西方,OFF-AP-10002867,辦公用品,家電,Fellowes 指揮中心 5 插座電源板,67.84
4962,CA-2015-156587,07/03/2015,08/03/2015,First Class,AB-10015,Aaron Bergman,消費者,美國,西雅圖,華盛頓,98103,西方,FUR-CH-10004477,家具,椅子,全球按鈕經理主席，Indigo,48.712
4963,CA-2015-156587,07/03/2015,08/03/2015,First Class,AB-10015,Aaron Bergman,消費者,美國,西雅圖,華盛頓,98103,西方,OFF-AR-10001427,辦公用品,藝術,紐厄爾 330,17.94
4964,CA-2015-156587,07/03/2015,08/03/2015,First Class,AB-10015,Aaron Bergman,消費者,美國,西雅圖,華盛頓,98103,西方,OFF-ST-10002344,辦公用品,貯存,"Carina 42""Hx23 3/4""W 媒體存儲單元",242.94
4965,CA-2017-141180,15/05/2017,19/05/2017,Second Class,DP-13000,Darren Powers,消費者,美國,勞德代爾堡,佛羅里達,33311,南,OFF-BI-10000301,辦公用品,粘合劑,GBC 即時報告工具包,7.764
4966,CA-2016-109708,25/05/2016,28/05/2016,Second Class,CY-12745,Craig Yedwab,公司的,美國,哥倫比亞,田納西州,38401,南,TEC-PH-10001944,技術,電話,Wi-Ex zBoost YX540 手機信號增強器,467.04
4967,CA-2016-122406,02/08/2016,05/08/2016,Second Class,BE-11455,Brad Eason,在家辦公,美國,普羅維登斯,羅德島,2908,東方,TEC-PH-10001527,技術,電話,Plantronics MX500i 耳機,128.85
4968,CA-2016-122406,02/08/2016,05/08/2016,Second Class,BE-11455,Brad Eason,在家辦公,美國,普羅維登斯,羅德島,2908,東方,OFF-PA-10001307,辦公用品,紙,重要留言板，每個板 50 個 4-1/4 x 5-1/2 表格,8.4
4969,CA-2016-122406,02/08/2016,05/08/2016,Second Class,BE-11455,Brad Eason,在家辦公,美國,普羅維登斯,羅德島,2908,東方,TEC-AC-10004571,技術,配件,羅技 G700s 可充電遊戲鼠標,199.98
4970,CA-2016-122406,02/08/2016,05/08/2016,Second Class,BE-11455,Brad Eason,在家辦公,美國,普羅維登斯,羅德島,2908,東方,FUR-CH-10001973,家具,椅子,Office Star Flex Back 滑板車椅，帶白色框架,110.98
4971,US-2017-153815,06/11/2017,09/11/2017,First Class,KL-16555,Kelly Lampkin,公司的,美國,傑克遜維爾,佛羅里達,32216,南,FUR-CH-10000513,家具,椅子,高背皮革經理椅,207.984
4972,US-2017-153815,06/11/2017,09/11/2017,First Class,KL-16555,Kelly Lampkin,公司的,美國,傑克遜維爾,佛羅里達,32216,南,OFF-PA-10002421,辦公用品,紙,壓花噴墨便簽卡,36.112
4973,US-2017-153815,06/11/2017,09/11/2017,First Class,KL-16555,Kelly Lampkin,公司的,美國,傑克遜維爾,佛羅里達,32216,南,FUR-FU-10004090,家具,陳設,"行政印象 14"" 合同掛鐘",35.568
4974,US-2017-153815,06/11/2017,09/11/2017,First Class,KL-16555,Kelly Lampkin,公司的,美國,傑克遜維爾,佛羅里達,32216,南,OFF-PA-10004071,辦公用品,紙,伊頓高級連續進紙紙，25% 棉，信紙尺寸，白色，1000 張/箱,88.768
4975,CA-2017-164896,07/11/2017,12/11/2017,Standard Class,PS-19045,Penelope Sewall,在家辦公,美國,歐申賽德,加利福尼亞,92054,西方,OFF-PA-10002246,辦公用品,紙,每頁四張 2-3/4 x 5 表格，每本書 400 套,12.9
4976,CA-2016-142202,18/09/2016,23/09/2016,Second Class,JR-16210,Justin Ritter,公司的,美國,傑克遜維爾,佛羅里達,32216,南,TEC-AC-10003198,技術,配件,Enermax Acrylux 無線鍵盤,717.12
4977,CA-2016-165050,07/12/2016,09/12/2016,First Class,AH-10210,Alan Hwang,消費者,美國,紐約市,紐約,10024,東方,OFF-BI-10001031,辦公用品,粘合劑,Wilson Jones 的壓板數據活頁夾,21.36
4978,CA-2016-165050,07/12/2016,09/12/2016,First Class,AH-10210,Alan Hwang,消費者,美國,紐約市,紐約,10024,東方,OFF-BI-10003727,辦公用品,粘合劑,帶標籤架的 Avery 耐用斜環活頁夾,6.688
4979,CA-2016-165050,07/12/2016,09/12/2016,First Class,AH-10210,Alan Hwang,消費者,美國,紐約市,紐約,10024,東方,TEC-PH-10001336,技術,電話,Digium D40 網絡電話,773.94
4980,US-2017-131114,09/12/2017,13/12/2017,Second Class,RW-19630,Rob Williams,公司的,美國,芝加哥,伊利諾伊州,60610,中央,OFF-SU-10001664,辦公用品,補給品,Acme Office Executive 系列不_鋼修剪器,20.568
4981,US-2017-131114,09/12/2017,13/12/2017,Second Class,RW-19630,Rob Williams,公司的,美國,芝加哥,伊利諾伊州,60610,中央,OFF-AP-10003971,辦公用品,家電,貝爾金 6 出口金屬浪湧帶,4.356
4982,US-2017-131114,09/12/2017,13/12/2017,Second Class,RW-19630,Rob Williams,公司的,美國,芝加哥,伊利諾伊州,60610,中央,TEC-AC-10000199,技術,配件,金士頓 Digital DataTraveler 8GB USB 2.0,19.04
4983,CA-2015-160066,16/11/2015,22/11/2015,Standard Class,AH-10075,Adam Hart,公司的,美國,亨廷頓海灘,加利福尼亞,92646,西方,OFF-LA-10001045,辦公用品,標籤,Universal 用於打字機的永久性不干膠文件夾標籤,5.22
4984,CA-2017-109925,06/11/2017,10/11/2017,Second Class,IM-15070,Irene Maddox,消費者,美國,聖地亞哥,加利福尼亞,92105,西方,OFF-ST-10003442,辦公用品,貯存,Eldon 便攜式移動管理器,84.84
4985,CA-2016-160696,06/09/2016,10/09/2016,Standard Class,CK-12760,Cyma Kinney,公司的,美國,納什維爾,田納西州,37211,南,OFF-FA-10003059,辦公用品,緊固件,各種顏色圖釘,7.24
4986,CA-2015-125171,03/09/2015,03/09/2015,Same Day,AG-10390,Allen Goldenen,消費者,美國,紐約市,紐約,10009,東方,OFF-LA-10001175,辦公用品,標籤,艾利 514,14.4
4987,CA-2017-149279,24/04/2017,28/04/2017,Standard Class,CL-12700,Craig Leslie,在家辦公,美國,科羅拉多斯普林斯,科羅拉多州,80906,西方,OFF-PA-10003441,辦公用品,紙,施樂226,15.552
4988,CA-2017-149279,24/04/2017,28/04/2017,Standard Class,CL-12700,Craig Leslie,在家辦公,美國,科羅拉多斯普林斯,科羅拉多州,80906,西方,FUR-CH-10004287,家具,椅子,SAFCO Arco 折疊椅,1325.76
4989,CA-2017-149279,24/04/2017,28/04/2017,Standard Class,CL-12700,Craig Leslie,在家辦公,美國,科羅拉多斯普林斯,科羅拉多州,80906,西方,OFF-BI-10004040,辦公用品,粘合劑,威爾遜瓊斯衝擊粘合劑,3.108
4990,CA-2018-107321,31/08/2018,04/09/2018,Standard Class,AW-10930,Arthur Wiediger,在家辦公,美國,舊金山,加利福尼亞,94110,西方,OFF-BI-10004022,辦公用品,粘合劑,Acco Suede Grain 乙烯基圓環活頁夾,6.672
4991,CA-2018-107321,31/08/2018,04/09/2018,Standard Class,AW-10930,Arthur Wiediger,在家辦公,美國,舊金山,加利福尼亞,94110,西方,TEC-PH-10002200,技術,電話,Aastra 6757i CT 無線 VoIP 電話,689.408
4992,US-2018-122714,07/12/2018,13/12/2018,Standard Class,HG-14965,Henry Goldwyn,公司的,美國,芝加哥,伊利諾伊州,60653,中央,OFF-BI-10001120,辦公用品,粘合劑,Ibico EPK-21 電動裝訂系統,1889.99
4993,CA-2016-153038,18/12/2016,25/12/2016,Standard Class,RB-19645,Robert Barroso,公司的,美國,孟菲斯,田納西州,38109,南,OFF-EN-10000461,辦公用品,信封,"#10- 4 1/8"" x 9 1/2"" 回收信封",55.936
4994,CA-2016-153038,18/12/2016,25/12/2016,Standard Class,RB-19645,Robert Barroso,公司的,美國,孟菲斯,田納西州,38109,南,OFF-LA-10004008,辦公用品,標籤,艾利 507,18.432
4995,CA-2016-153038,18/12/2016,25/12/2016,Standard Class,RB-19645,Robert Barroso,公司的,美國,孟菲斯,田納西州,38109,南,FUR-FU-10000221,家具,陳設,主腳輪門擋，棕色,20.32
4996,CA-2015-132227,04/11/2015,10/11/2015,Standard Class,SZ-20035,Sam Zeldin,在家辦公,美國,紐約市,紐約,10011,東方,OFF-BI-10000962,辦公用品,粘合劑,"Acco 柔性 ACCOHIDE 方形環數據活頁夾，深藍色，11 1/2"" X 14"" 7/8""",52.064
4997,CA-2018-155824,10/03/2018,15/03/2018,Standard Class,KS-16300,Karen Seio,公司的,美國,羅利,北卡羅來納,27604,南,OFF-AP-10000390,辦公用品,家電,Euro Pro 鯊魚棒迷你真空吸塵器,48.784
4998,CA-2018-155824,10/03/2018,15/03/2018,Standard Class,KS-16300,Karen Seio,公司的,美國,羅利,北卡羅來納,27604,南,OFF-BI-10000014,辦公用品,粘合劑,重型 EZD 粘合劑,13.092
4999,CA-2017-129238,31/01/2017,04/02/2017,Standard Class,SC-20050,Sample Company A,在家辦公,美國,洛杉磯,加利福尼亞,90045,西方,TEC-PH-10004120,技術,電話,AT&T 1080 電話,109.592
5000,CA-2017-129238,31/01/2017,04/02/2017,Standard Class,SC-20050,Sample Company A,在家辦公,美國,洛杉磯,加利福尼亞,90045,西方,OFF-PA-10002764,辦公用品,紙,易裝訂紙,56.7
5001,CA-2018-159688,07/05/2018,12/05/2018,Standard Class,AB-10060,Adam Bellavance,在家辦公,美國,洛杉磯,加利福尼亞,90004,西方,TEC-AC-10000736,技術,配件,羅技 G600 MMO 遊戲鼠標,79.99
5002,CA-2017-136126,24/05/2017,24/05/2017,Same Day,EH-14125,Eugene Hildebrand,在家辦公,美國,紐波特紐斯,弗吉尼亞,23602,南,OFF-SU-10000898,辦公用品,補給品,"Acme 熱鍛碳鋼剪刀，帶鍍鎳手柄，3 7/8"" 切割，8""L",69.5
5003,CA-2017-136126,24/05/2017,24/05/2017,Same Day,EH-14125,Eugene Hildebrand,在家辦公,美國,紐波特紐斯,弗吉尼亞,23602,南,OFF-PA-10004327,辦公用品,紙,施樂1911,191.6
5004,CA-2017-155033,07/10/2017,12/10/2017,Standard Class,CC-12475,Cindy Chapman,消費者,美國,洛杉磯,加利福尼亞,90032,西方,OFF-PA-10000143,辦公用品,紙,Astroparche 高級商業論文,10.56
5005,CA-2015-156006,30/04/2015,02/05/2015,Second Class,TM-21010,Tamara Manning,消費者,美國,傑克遜,密西西比州,39212,南,TEC-AC-10002550,技術,配件,Maxell 4.7GB DVD-RW 3/包,47.79
5006,CA-2016-158659,10/11/2016,14/11/2016,Second Class,SC-20695,Steve Chapman,公司的,美國,里士滿,印第安納州,47374,中央,OFF-ST-10003306,辦公用品,貯存,字母大小的購物車,714.3
5007,CA-2016-169796,09/11/2016,14/11/2016,Standard Class,Dp-13240,Dean percer,在家辦公,美國,紐約市,紐約,10035,東方,TEC-MA-10000045,技術,機器,Zebra ZM400 熱敏標籤打印機,2321.9
5008,CA-2016-169796,09/11/2016,14/11/2016,Standard Class,Dp-13240,Dean percer,在家辦公,美國,紐約市,紐約,10035,東方,OFF-ST-10001505,辦公用品,貯存,"Perma STOR-ALL 懸掛式文件盒，13 1/8""W x 12 1/4""D x 10 1/2""H",17.94
5009,CA-2016-102876,07/09/2016,14/09/2016,Standard Class,LR-17035,Lisa Ryan,公司的,美國,費城,賓夕法尼亞州,19134,東方,OFF-BI-10004781,辦公用品,粘合劑,GBC 綁線帶,9.522
5010,CA-2016-102876,07/09/2016,14/09/2016,Standard Class,LR-17035,Lisa Ryan,公司的,美國,費城,賓夕法尼亞州,19134,東方,TEC-PH-10002680,技術,電話,三星蓋樂世 Note 3,791.964
5011,CA-2016-102876,07/09/2016,14/09/2016,Standard Class,LR-17035,Lisa Ryan,公司的,美國,費城,賓夕法尼亞州,19134,東方,OFF-BI-10000848,辦公用品,粘合劑,Angle-D 環形活頁夾,4.923
5012,US-2018-139647,11/05/2018,13/05/2018,First Class,TS-21370,Todd Sumrall,公司的,美國,鳳凰,亞利桑那,85023,西方,FUR-BO-10004467,家具,書櫃,Bestar 經典書櫃,209.979
5013,US-2018-160465,21/07/2018,26/07/2018,Standard Class,SW-20350,Sean Wendt,在家辦公,美國,克利夫蘭,俄亥俄州,44105,東方,OFF-BI-10001670,辦公用品,粘合劑,乙烯基截面柱粘合劑,33.93
5014,US-2018-160465,21/07/2018,26/07/2018,Standard Class,SW-20350,Sean Wendt,在家辦公,美國,克利夫蘭,俄亥俄州,44105,東方,OFF-ST-10000136,辦公用品,貯存,字母大小文件,222.32
5015,US-2018-160465,21/07/2018,26/07/2018,Standard Class,SW-20350,Sean Wendt,在家辦公,美國,克利夫蘭,俄亥俄州,44105,東方,TEC-PH-10004522,技術,電話,適用於 iPhone 5 的 Dexim XPower Skin 超薄電源保護殼 - 黑色,210.564
5016,CA-2015-153850,24/11/2015,29/11/2015,Standard Class,TH-21100,Thea Hendricks,消費者,美國,托萊多,俄亥俄州,43615,東方,FUR-FU-10002960,家具,陳設,Eldon 200 課桌配件，勃艮第,35.168
5017,CA-2015-153850,24/11/2015,29/11/2015,Standard Class,TH-21100,Thea Hendricks,消費者,美國,托萊多,俄亥俄州,43615,東方,TEC-PH-10002584,技術,電話,三星Galaxy S4,1502.376
5018,CA-2015-127558,15/11/2015,18/11/2015,First Class,SS-20410,Shahid Shariari,消費者,美國,洛杉磯,加利福尼亞,90008,西方,FUR-FU-10002505,家具,陳設,Eldon 100 課桌配件,10.11
5019,CA-2015-127558,15/11/2015,18/11/2015,First Class,SS-20410,Shahid Shariari,消費者,美國,洛杉磯,加利福尼亞,90008,西方,TEC-AC-10003832,技術,配件,羅技P710e 移動免提電話,772.47
5020,CA-2015-127558,15/11/2015,18/11/2015,First Class,SS-20410,Shahid Shariari,消費者,美國,洛杉磯,加利福尼亞,90008,西方,OFF-SU-10002537,辦公用品,補給品,Acme Box Cutter 剪刀,20.46
5021,CA-2018-136511,23/03/2018,25/03/2018,Second Class,MZ-17515,Mary Zewe,公司的,美國,紐約市,紐約,10011,東方,OFF-SU-10003505,辦公用品,補給品,Premier 電動開信刀,347.58
5022,CA-2017-133795,18/12/2017,24/12/2017,Standard Class,JE-15475,Jeremy Ellison,消費者,美國,聖地亞哥,加利福尼亞,92037,西方,TEC-AC-10001465,技術,配件,閃迪 Cruzer 64 GB USB 閃存盤,72.64
5023,CA-2017-133795,18/12/2017,24/12/2017,Standard Class,JE-15475,Jeremy Ellison,消費者,美國,聖地亞哥,加利福尼亞,92037,西方,TEC-AC-10003832,技術,配件,羅技P710e 移動免提電話,772.47
5024,CA-2017-133795,18/12/2017,24/12/2017,Standard Class,JE-15475,Jeremy Ellison,消費者,美國,聖地亞哥,加利福尼亞,92037,西方,FUR-FU-10003731,家具,陳設,Eldon Expressions 木製和塑料辦公桌配件，橡木,39.92
5025,US-2018-130953,29/07/2018,03/08/2018,Standard Class,RF-19735,Roland Fjeld,消費者,美國,俄克拉荷馬城,俄克拉荷馬州,73120,中央,OFF-BI-10004828,辦公用品,粘合劑,GBC Poly Designer 裝訂封面,33.48
5026,US-2018-130953,29/07/2018,03/08/2018,Standard Class,RF-19735,Roland Fjeld,消費者,美國,俄克拉荷馬城,俄克拉荷馬州,73120,中央,TEC-PH-10003012,技術,電話,北電 Meridian M3904 專業數字電話,461.97
5027,US-2018-130953,29/07/2018,03/08/2018,Standard Class,RF-19735,Roland Fjeld,消費者,美國,俄克拉荷馬城,俄克拉荷馬州,73120,中央,OFF-AP-10002311,辦公用品,家電,用於 HEPA 空氣淨化器的 Holmes 替換過濾器，超大房間，HEPA 過濾器,137.62
5028,US-2018-130953,29/07/2018,03/08/2018,Standard Class,RF-19735,Roland Fjeld,消費者,美國,俄克拉荷馬城,俄克拉荷馬州,73120,中央,FUR-CH-10004626,家具,椅子,Office Star Flex Back 滑板車椅，帶鋁製飾面框架,302.67
5029,CA-2015-151792,02/09/2015,07/09/2015,Second Class,CV-12295,Christina VanderZanden,消費者,美國,芝加哥,伊利諾伊州,60653,中央,TEC-AC-10001606,技術,配件,適用於 PC 和 Mac 的羅技無線高性能鼠標 MX,239.976
5030,CA-2018-139304,29/01/2018,02/02/2018,Standard Class,VG-21790,Vivek Gonzalez,消費者,美國,舊金山,加利福尼亞,94109,西方,OFF-AR-10001216,辦公用品,藝術,紐厄爾 339,8.34
5031,CA-2018-139304,29/01/2018,02/02/2018,Standard Class,VG-21790,Vivek Gonzalez,消費者,美國,舊金山,加利福尼亞,94109,西方,OFF-SU-10001664,辦公用品,補給品,Acme Office Executive 系列不_鋼修剪器,8.57
5032,CA-2018-139304,29/01/2018,02/02/2018,Standard Class,VG-21790,Vivek Gonzalez,消費者,美國,舊金山,加利福尼亞,94109,西方,OFF-BI-10002498,辦公用品,粘合劑,透明聚酯薄膜加強條,119.616
5033,CA-2017-155166,26/12/2017,02/01/2018,Standard Class,BB-11545,Brenda Bowman,公司的,美國,維蘭德,新澤西州,8360,東方,FUR-CH-10003968,家具,椅子,Novimex Turbo 任務椅,212.94
5034,CA-2017-155166,26/12/2017,02/01/2018,Standard Class,BB-11545,Brenda Bowman,公司的,美國,維蘭德,新澤西州,8360,東方,OFF-AP-10002765,辦公用品,家電,Fellowes 高級計算機系列浪湧保護器,26.49
5035,CA-2016-103954,09/08/2016,13/08/2016,Second Class,HR-14770,Hallie Redmond,在家辦公,美國,密爾沃基,威斯康星州,53209,中央,FUR-BO-10004690,家具,書櫃,O'Sullivan Cherrywood Estates 傳統大律師書櫃,687.4
5036,CA-2015-169803,06/04/2015,12/04/2015,Standard Class,SC-20260,Scott Cohen,公司的,美國,西雅圖,華盛頓,98115,西方,FUR-TA-10000688,家具,表,Chromcraft Bull-Nose 木質圓形會議桌面，木質底座,653.55
5037,CA-2015-169803,06/04/2015,12/04/2015,Standard Class,SC-20260,Scott Cohen,公司的,美國,西雅圖,華盛頓,98115,西方,TEC-AC-10003441,技術,配件,金士頓 Digital DataTraveler 32GB USB 2.0,33.9
5038,CA-2018-141719,17/11/2018,21/11/2018,Second Class,EG-13900,Emily Grady,消費者,美國,內珀維爾,伊利諾伊州,60540,中央,TEC-AC-10003610,技術,配件,LogitechIlluminated - 鍵盤,239.96
5039,CA-2016-136469,11/07/2016,12/07/2016,First Class,TS-21370,Todd Sumrall,公司的,美國,威爾明頓,特拉華州,19805,東方,FUR-TA-10001520,家具,表,Lesro Sheffield Collection 咖啡桌、茶几、中心桌、轉角桌,199.836
5040,CA-2016-136469,11/07/2016,12/07/2016,First Class,TS-21370,Todd Sumrall,公司的,美國,威爾明頓,特拉華州,19805,東方,TEC-PH-10001817,技術,電話,Wilson Electronics DB Pro 信號增強器,716
5041,CA-2016-136469,11/07/2016,12/07/2016,First Class,TS-21370,Todd Sumrall,公司的,美國,威爾明頓,特拉華州,19805,東方,OFF-BI-10004492,辦公用品,粘合劑,Tuf-Vin 粘合劑,221.06
5042,CA-2017-158694,10/11/2017,13/11/2017,Second Class,AI-10855,Arianne Irving,消費者,美國,洛杉磯,加利福尼亞,90036,西方,OFF-PA-10002421,辦公用品,紙,壓花噴墨便簽卡,67.71
5043,CA-2017-158694,10/11/2017,13/11/2017,Second Class,AI-10855,Arianne Irving,消費者,美國,洛杉磯,加利福尼亞,90036,西方,OFF-AP-10000055,辦公用品,家電,貝爾金 F9S820V06 8 口浪湧,129.92
5044,CA-2017-158694,10/11/2017,13/11/2017,Second Class,AI-10855,Arianne Irving,消費者,美國,洛杉磯,加利福尼亞,90036,西方,FUR-FU-10000965,家具,陳設,"Howard Miller 11-1/2"" 直徑 Ridgewood 掛鐘",467.46
5045,CA-2017-158694,10/11/2017,13/11/2017,Second Class,AI-10855,Arianne Irving,消費者,美國,洛杉磯,加利福尼亞,90036,西方,OFF-PA-10001363,辦公用品,紙,施樂 1933,61.4
5046,CA-2017-158694,10/11/2017,13/11/2017,Second Class,AI-10855,Arianne Irving,消費者,美國,洛杉磯,加利福尼亞,90036,西方,OFF-ST-10001496,辦公用品,貯存,帶鎖的標準折疊文件,720.76
5047,CA-2017-158694,10/11/2017,13/11/2017,Second Class,AI-10855,Arianne Irving,消費者,美國,洛杉磯,加利福尼亞,90036,西方,OFF-BI-10004656,辦公用品,粘合劑,Peel & Stick 附加角袋,5.184
5048,CA-2017-158694,10/11/2017,13/11/2017,Second Class,AI-10855,Arianne Irving,消費者,美國,洛杉磯,加利福尼亞,90036,西方,OFF-AR-10001227,辦公用品,藝術,紐厄爾 338,14.7
5049,US-2015-104759,31/03/2015,04/04/2015,Standard Class,DD-13570,Dorothy Dickinson,消費者,美國,芝加哥,伊利諾伊州,60610,中央,OFF-BI-10002071,辦公用品,粘合劑,Fellowes 黑色塑料梳子綁定,8.134
5050,US-2015-104759,31/03/2015,04/04/2015,Standard Class,DD-13570,Dorothy Dickinson,消費者,美國,芝加哥,伊利諾伊州,60610,中央,TEC-AC-10004901,技術,配件,Kensington SlimBlade 筆記本無線鼠標，帶納米接收器,79.984
5051,CA-2016-150511,18/09/2016,24/09/2016,Standard Class,AB-10060,Adam Bellavance,在家辦公,美國,得梅因,華盛頓,98198,西方,OFF-PA-10001776,辦公用品,紙,"有線裝訂留言簿，每頁四個 2 3/4"" x 5"" 表格，每本書 600 套",18.54
5052,CA-2016-134922,07/11/2016,11/11/2016,Standard Class,KB-16240,Karen Bern,公司的,美國,費城,賓夕法尼亞州,19140,東方,OFF-EN-10000483,辦公用品,信封,白色信封，帶透明 Poly 窗口的白色信封,24.4
5053,US-2018-120607,19/05/2018,19/05/2018,Same Day,JC-15775,John Castell,消費者,美國,亞特蘭大,喬治亞州,30318,南,OFF-PA-10003129,辦公用品,紙,Tops 白色電腦打印紙,195.64
5054,CA-2016-141243,03/01/2016,08/01/2016,Second Class,AH-10465,Amy Hunt,消費者,美國,達拉斯,德克薩斯州,75217,中央,TEC-AC-10003198,技術,配件,Enermax Acrylux 無線鍵盤,398.4
5055,CA-2016-141243,03/01/2016,08/01/2016,Second Class,AH-10465,Amy Hunt,消費者,美國,達拉斯,德克薩斯州,75217,中央,OFF-AR-10001246,辦公用品,藝術,紐厄爾 317,7.056
5056,CA-2016-141243,03/01/2016,08/01/2016,Second Class,AH-10465,Amy Hunt,消費者,美國,達拉斯,德克薩斯州,75217,中央,FUR-BO-10003272,家具,書櫃,O'Sullivan Living Dimensions 5 層書櫃,1352.3976
5057,CA-2016-162166,08/09/2016,11/09/2016,First Class,NM-18520,Neoma Murray,消費者,美國,莫雷諾谷,加利福尼亞,92553,西方,OFF-PA-10002606,辦公用品,紙,施樂 1928,26.4
5058,CA-2016-162166,08/09/2016,11/09/2016,First Class,NM-18520,Neoma Murray,消費者,美國,莫雷諾谷,加利福尼亞,92553,西方,OFF-ST-10002486,辦公用品,貯存,Eldon Shelf Savers 立方體和垃圾箱,41.88
5059,CA-2017-120796,03/04/2017,07/04/2017,Standard Class,CS-11950,Carlos Soltero,消費者,美國,費城,賓夕法尼亞州,19140,東方,OFF-BI-10004330,辦公用品,粘合劑,GBC Velobind 預穿孔封面套裝，攝政系列,99.846
5060,CA-2017-109722,05/12/2017,07/12/2017,Second Class,TP-21130,Theone Pippenger,消費者,美國,喬治敦,肯塔基州,40324,南,TEC-PH-10000560,技術,電話,三星 Galaxy S III - 16GB - 卵石藍 (T-Mobile),699.98
5061,CA-2017-109722,05/12/2017,07/12/2017,Second Class,TP-21130,Theone Pippenger,消費者,美國,喬治敦,肯塔基州,40324,南,OFF-ST-10000060,辦公用品,貯存,Fellowes Bankers Box Staxonsteel 抽屜文件/堆疊系統,584.82
5062,CA-2016-136798,08/05/2016,12/05/2016,Standard Class,DL-12925,Daniel Lacy,消費者,美國,明尼阿波利斯,明尼蘇達,55407,中央,OFF-BI-10003684,辦公用品,粘合劑,Wilson Jones 法定尺寸戒指活頁夾,43.98
5063,CA-2016-136798,08/05/2016,12/05/2016,Standard Class,DL-12925,Daniel Lacy,消費者,美國,明尼阿波利斯,明尼蘇達,55407,中央,TEC-PH-10000441,技術,電話,偉易達 DS6151,377.97
5064,CA-2016-136798,08/05/2016,12/05/2016,Standard Class,DL-12925,Daniel Lacy,消費者,美國,明尼阿波利斯,明尼蘇達,55407,中央,FUR-FU-10000723,家具,陳設,Deflect-o EconoMat 鑲嵌，無斜角墊，用於低絨地毯,123.96
5065,CA-2018-122196,22/09/2018,24/09/2018,First Class,CA-12265,Christina Anderson,消費者,美國,威爾明頓,特拉華州,19805,東方,TEC-PH-10004977,技術,電話,通用電氣 30524EE4,391.98
5066,CA-2018-142090,30/11/2018,07/12/2018,Standard Class,SC-20380,Shahid Collister,消費者,美國,伯靈頓,北卡羅來納,27217,南,TEC-AC-10002001,技術,配件,羅技無線遊戲耳機 G930,383.976
5067,CA-2018-142090,30/11/2018,07/12/2018,Standard Class,SC-20380,Shahid Collister,消費者,美國,伯靈頓,北卡羅來納,27217,南,FUR-TA-10001889,家具,表,Bush Advantage Collection 賽馬場會議桌,1781.682
5068,CA-2018-160934,15/01/2018,19/01/2018,Standard Class,TT-21460,Tonja Turnell,在家辦公,美國,洛杉磯,加利福尼亞,90008,西方,OFF-AR-10003504,辦公用品,藝術,紐厄爾 347,21.4
5069,CA-2015-124478,08/08/2015,12/08/2015,Standard Class,MA-17560,Matt Abelman,在家辦公,美國,特倫頓,密歇根州,48183,中央,TEC-CO-10001571,技術,複印機,夏普 1540cs 數字激光復印機,549.99
5070,CA-2015-124478,08/08/2015,12/08/2015,Standard Class,MA-17560,Matt Abelman,在家辦公,美國,特倫頓,密歇根州,48183,中央,OFF-AP-10002495,辦公用品,家電,Acco Smartsocket 桌面浪湧保護器，6 個顏色編碼的適配器插座,167.535
5071,CA-2015-124478,08/08/2015,12/08/2015,Standard Class,MA-17560,Matt Abelman,在家辦公,美國,特倫頓,密歇根州,48183,中央,OFF-EN-10002500,辦公用品,信封,Globe Weis Peel & Seel 頭等信封,38.34
5072,CA-2015-124478,08/08/2015,12/08/2015,Standard Class,MA-17560,Matt Abelman,在家辦公,美國,特倫頓,密歇根州,48183,中央,FUR-FU-10002088,家具,陳設,Nu-Dell 浮動框架 11 x 14 1/2,53.88
5073,CA-2015-124478,08/08/2015,12/08/2015,Standard Class,MA-17560,Matt Abelman,在家辦公,美國,特倫頓,密歇根州,48183,中央,TEC-PH-10001128,技術,電話,摩托羅拉 Droid Maxx,299.98
5074,CA-2016-145485,05/11/2016,05/11/2016,Same Day,JM-16195,Justin MacKendrick,消費者,美國,舊金山,加利福尼亞,94109,西方,OFF-ST-10000649,辦公用品,貯存,掛個人文件夾文件,62.8
5075,CA-2018-151071,25/04/2018,29/04/2018,Second Class,MB-18085,Mick Brown,消費者,美國,洛杉磯,加利福尼亞,90049,西方,OFF-BI-10002103,辦公用品,粘合劑,Cardinal Slant-D 環形活頁夾，厚規格乙烯基,13.904
5076,CA-2015-134572,20/04/2015,22/04/2015,Second Class,SV-20365,Seth Vernon,消費者,美國,休斯頓,德克薩斯州,77070,中央,FUR-TA-10001705,家具,表,Bush Advantage Collection 圓桌會議,744.1
5077,CA-2015-134572,20/04/2015,22/04/2015,Second Class,SV-20365,Seth Vernon,消費者,美國,休斯頓,德克薩斯州,77070,中央,OFF-ST-10004634,辦公用品,貯存,個人文件夾架，烏木,44.84
5078,CA-2015-134572,20/04/2015,22/04/2015,Second Class,SV-20365,Seth Vernon,消費者,美國,休斯頓,德克薩斯州,77070,中央,FUR-TA-10004442,家具,表,Riverside Furniture Stanwyck 莊園餐桌系列,401.59
5079,CA-2018-143217,11/11/2018,17/11/2018,Standard Class,CG-12040,Catherine Glotzbach,在家辦公,美國,密爾沃基,威斯康星州,53209,中央,OFF-BI-10002949,辦公用品,粘合劑,Prestige 圓環活頁夾,18.24
